,url,title,likes,comments,saves,shares,description,nickname,created_at,username,duration,date_creation,duration_seconds,tags,predicted_category
19,https://www.tiktok.com/@workingwithmonolids/video/7451412054939847944,the number of parent with older kids giving us sympathetic looks while trying not to lose it,219100.0,1618.0,4635.0,109200.0,Experience the relatable challenges of parenting in Singapore as we capture real moments and emotions. Join us for a unique insight! #Parenting #Singapore #Kids,It’s Evee,2024-12-23,workingwithmonolids,00:02 / 00:08,2024-12-23,8,"['#Parenting', '#Kids', '#Singapore']",Family
20,https://www.tiktok.com/@denisealexis/video/7447869003994811666,sharing a behind the scenes to our most viral and iconic prewedding shoot along orchard road because we are officially 1 month out to our wedding day 👰🏻‍♀️🤵🏻 #wedding #sgbrides #pws #preweddingshoot #cheerleader,108900.0,1166.0,2949.0,9649.0,,denise alexis ᡣ𐭩ྀིྀིྀི,2024-12-13,denisealexis,00:07 / 00:24,2024-12-13,24,"['#pws', '#wedding', '#cheerleader', '#preweddingshoot', '#sgbrides']",Shows
21,https://www.tiktok.com/@sonziesss/video/7476348318856236308,so so handsome wtf #fyp #trending #fyppppppppppppppppppppppp #fypage #dylanwang #chagee @Mothership,422700.0,2007.0,26400.0,41200.0,Experience the surprise moment when Dylan Wang appears while fans are queuing for chagee! Don't miss this cute interaction! #DylanWang #Chagee #Mothership,sonziesss,3d ago ,sonziesss,00:03 / 00:14,2025-03-05,14,"['#chagee', '#dylanwang', '#fyp', '#Mothership', '#fypage', '#fyppppppppppppppppppppppp', '#Chagee', '#trending', '#DylanWang']",Foreign
22,https://www.tiktok.com/@singaporenews65/video/7454495255677635848,For the Latest News Join Telegram Now :-https://t.me/singaporenews65 SINGAPORE :- Flash floods occurred in Bukit Timah after heavy rain across the island on the afternoon of Dec 29. Share by Follower,53800.0,1982.0,4077.0,29800.0,"Discover the latest updates on flash floods in Bukit Timah, Singapore, following heavy rain. Stay informed with real-time news. #Floods #Singapore",Singapore News 🇸🇬,2024-12-31,singaporenews65,00:02 / 00:20,2024-12-31,20,"['#Floods', '#Singapore']",Shows
23,https://www.tiktok.com/@emilycampeas/video/7475556757822295342,You good???? @Marriott Bonvoy @Marriott Hotels,4100000.0,19400.0,114700.0,82900.0,Discover the story of a canceled Marriott room block just days before a wedding. See how a loyal customer reacts! #Marriott #DestinationWedding #HotelRoomBlock,Emily Campeas,5d ago ,emilycampeas,00:03 / 00:08,2025-03-03,8,"['#Marriott', '#DestinationWedding', '#HotelRoomBlock']",Foreign
24,https://www.tiktok.com/@lijason95/video/7461613130439724295,新加坡最美的风景，新加坡最靓的车#usdt #新币 #sgd #U #新加坡,11100.0,433.0,1095.0,5551.0,探索新加坡最美的风景与靓车，让你爱上这座城市！#usdt #新币 #sgd #新加坡,新加坡资产配置,1-19,lijason95,00:02 / 00:07,2025-01-19,7,"['#新加坡', '#sgd', '#U', '#usdt', '#新币']",Shows
25,https://www.tiktok.com/@aliiciatann/video/7462071273640807698,"@Swee Choon Tim Sum Restaurant we need a talk, my cat looks cursed😂",21100.0,127.0,968.0,3344.0,Join us for hilarious and adorable cursed cat antics at Swee Choon Tim Sum Restaurant with tasty food! #CatVideos #FunnyCats #RestaurantTikTok,🦋,1-21,aliiciatann,00:02 / 00:08,2025-01-21,8,"['#FunnyCats', '#CatVideos', '#RestaurantTikTok']",Foreign
26,https://www.tiktok.com/@ronny443/video/7474005429383679238,Chismoso #humor #trabajo #cocina,10400000.0,67400.0,538500.0,6100000.0,Disfruta videos graciosos sobre chismosos en el trabajo y humor laboral. Ríe con nosotros y no te pierdas el entretenimiento. #humor #trabajo #cocina,Ronny Enrique,2-22,ronny443,00:02 / 00:07,2025-02-22,7,"['#humor', '#trabajo', '#cocina']",Comedy
27,https://www.tiktok.com/@lalahanzz/video/7467881058126646546,There is only one right ans. #shower #debate #sgtiktok #mandilahsingapore,27400.0,598.0,789.0,1715.0,Explore the latest in shower routines and tips. Join the debate on when and how to shower effectively. #shower #debate #sgtiktok,HanHan,2-5,lalahanzz,00:04 / 00:13,2025-02-05,13,"['#debate', '#sgtiktok', '#mandilahsingapore', '#shower']",Shows
28,https://www.tiktok.com/@thesingaporeanson/video/7444105024910789906,Monkey wants to check-in for his flight… #singapore,55400.0,1845.0,3631.0,29100.0,Watch a playful monkey navigate the check-in process at Singapore Changi Airport. A fun moment with our furry traveler! #singapore #monkeyvideos,The Singaporean Son,2024-12-3,thesingaporeanson,00:03 / 00:11,2024-12-3,11,"['#singapore', '#monkeyvideos']",Foreign
29,https://www.tiktok.com/@xinyiriiz_/video/7458510734041828626,minnie at chagee singapore !! with @lorraine | don’t steal my video pls |#fyp #idle #minniegidle #012 #chagee #sgtiktok,24400.0,293.0,1534.0,1927.0,Join Minnie at Chagee Singapore for a fun experience with Lorraine! Discover more about this vibrant gathering. #minniegidle #chagee #sgtiktok,xinyi,1-11,xinyiriiz_,00:03 / 00:05,2025-01-11,5,"['#chagee', '#fyp', '#012', '#sgtiktok', '#idle', '#minniegidle']",Sci-Fi/Fantasy
30,https://www.tiktok.com/@simandbay/video/7474985389271420176,Is it me or did I hear something drop #fy #fyp #couple #couplecomedy #marriagetips #marriagehumor #foryou #foryoupage #viral #viraltiktok #fypppppppppppppppppp,30800.0,241.0,1075.0,3081.0,Enjoy hilarious couple moments as they rush to catch the last bus together! Relatable and fun content for married couples. #couple #couplecomedy #marriagehumor,Marcus and Gladys,1w ago ,simandbay,00:03 / 00:14,2025-03-01,14,"['#viraltiktok', '#marriagehumor', '#viral', '#fyp', '#foryou', '#foryoupage', '#fy', '#couplecomedy', '#couple', '#marriagetips', '#fypppppppppppppppppp']",Comedy
31,https://www.tiktok.com/@aimrun/video/7456264951242509589,that one friend in the group project💀 #xyzbca #aimrun #tiktok #fyp,48500.0,152.0,1677.0,3320.0,Explore the quirks of group projects and how every friend group has its unique personality. Join the fun! #xyzbca #aimrun #tiktok,AimRun,1-5,aimrun,00:02 / 00:16,2025-01-05,16,"['#xyzbca', '#fyp', '#tiktok', '#aimrun']",Foreign
32,https://www.tiktok.com/@dailymail/video/7459480739785100587,Nobody told him it was just a drill 😬😂 #china #police #asia #news #drill,15900000.0,115800.0,1400000.0,2200000.0,Watch as a Chinese officer showcases an impressive takedown in an anti-terrorism drill that catches everyone off guard! #china #police #asia #news #drill,Daily Mail,1-14,dailymail,00:03 / 00:10,2025-01-14,10,"['#news', '#drill', '#police', '#china', '#asia']",Foreign
33,https://www.tiktok.com/@hanjasarevix/video/7471242184881147143,So fricken cute,2700000.0,3625.0,56400.0,214300.0,,HANA JASAREVIC,2-14,hanjasarevix,00:03 / 00:08,2025-02-14,8,[],Entertainment
34,https://www.tiktok.com/@barstoolsports/video/7466297564111899946,No way 🤣 @itgirl (via girlwithnojob/ig),3000000.0,21900.0,114500.0,53900.0,Discover the purpose of charger plates and why they matter in dining. Perfect for enthusiasts and anyone curious! #chargerplate #girlwithnojob,Barstool Sports,2-1,barstoolsports,00:02 / 00:09,2025-02-01,9,"['#chargerplate', '#girlwithnojob']",Horror
35,https://www.tiktok.com/@d9_universe/video/7466303588315303186,Senior Minister of Singapore Lee Hsien Loong visits Bird Paradise #Singapore #Mandai,11500.0,610.0,747.0,2873.0,Join Senior Minister Lee Hsien Loong as he visits the stunning Bird Paradise in Singapore. Discover the beauty of local avian life! #Singapore #Mandai,D9INE+U 2025,2-1,d9_universe,00:02 / 00:14,2025-02-01,14,"['#Singapore', '#Mandai']",Shows
36,https://www.tiktok.com/@97newbie/video/7471782965165427975,谦谦一点亏不吃～被摸了就摸回来 我也摸摸我也摸摸哈哈哈～ #薛之谦新加坡演唱会 #薛之谦 #马一朵,16200.0,79.0,1049.0,2769.0,在新加坡的演唱会上，薛之谦幽默互动，尽显魅力！快来看看他与观众的搞笑瞬间！#薛之谦新加坡演唱会 #薛之谦 #马一朵,90后牛马🐮🐎,2-16,97newbie,00:03 / 00:11,2025-02-16,11,"['#马一朵', '#薛之谦新加坡演唱会', '#薛之谦']",Shows
37,https://www.tiktok.com/@mothershipsg/video/7476059863504702728,"“They are communal resources. We must safeguard them for our country and for future generations. Truly pristine resources are now extremely rare, and we must do everything we can to protect them.” #tiktokthailand #thailand #tourism #fypsg",208000.0,6160.0,20000.0,15700.0,,Mothership,4d ago ,mothershipsg,00:07 / 01:38,2025-03-04,98,"['#thailand', '#tiktokthailand', '#fypsg', '#tourism']",Action/Adventure
38,https://www.tiktok.com/@madefromcoffee4/video/7460804670533946641,How to keep Teams “Available” status while you’re taking a 15-minute nap. #WFH #hacks,786000.0,12000.0,55600.0,152500.0,Learn tips to keep your Teams status as 'Available' while napping. Perfect for remote workers! #WFH #hacks,MadeFromCoffee,1-17,madefromcoffee4,00:03 / 00:15,2025-01-17,15,"['#hacks', '#WFH']",Howto & Style
39,https://www.tiktok.com/@umasuthank02/video/7448082795949214992,#SGRoadaccidents #roadaccient😥 #sgtraffic #roadsafety #accidentalert #drivesafe #drive #safety #road #yishun #tiktoksg #viralaccident #yishunave,11200.0,432.0,1298.0,4540.0,"Explore the details and safety insights of the Yishun SG road accident, focusing on road safety awareness and prevention strategies. #SGRoadaccidents #roadsafety",Uma,2024-12-14,umasuthank02,00:02 / 00:31,2024-12-14,31,"['#drive', '#drivesafe', '#roadsafety', '#tiktoksg', '#viralaccident', '#roadaccient', '#sgtraffic', '#SGRoadaccidents', '#accidentalert', '#road', '#yishun', '#safety', '#yishunave']",Horror
40,https://www.tiktok.com/@andr3martin/video/7443129047648963871,#labubu,892800.0,1343.0,37300.0,90900.0,Discover the intriguing mystery behind Labubu and the new TSA guidelines! Join the discussion on this captivating topic. #labubu #newtsaguidelines #TSASecurityCheck,Andre,2024-12-1,andr3martin,00:02 / 00:15,2024-12-1,15,"['#labubu', '#newtsaguidelines', '#TSASecurityCheck']",Anime/Animation
41,https://www.tiktok.com/@adrian.xiaoming/video/7456761837133040903,Splitting these damn wooden chopsticks perfectly is just IMPOSSIBLE!!! 🦑 #squidgame #squidgamenetflix,40600.0,257.0,2162.0,6363.0,Discover tips for perfectly splitting wooden chopsticks inspired by Squid Game! Join the fun and learn how to master this tricky skill. #squidgame #squidgamenetflix,adrian.xiaoming,1-6,adrian.xiaoming,00:02 / 00:11,2025-01-06,11,"['#squidgame', '#squidgamenetflix']",Gaming
42,https://www.tiktok.com/@user648374828/video/7465879436076961070,the first guy has me dead #sandtraps #beach #fall #bored #carmel,1700000.0,6582.0,97600.0,149300.0,Discover the fun of creating sand traps at the beach! Learn step-by-step how to make these exciting structures and enjoy a day of outdoor fun. #sandtraps #beach #fall,secret,1-31,user648374828,00:04 / 00:10,2025-01-31,10,"['#sandtraps', '#beach', '#fall', '#carmel', '#bored']",Travel & Events
43,https://www.tiktok.com/@vincentlimbs/video/7447284343375924498,Fan chasing,249700.0,16700.0,13200.0,28200.0,Discover the excitement of fans chasing Vincent Lim in Singapore! Get the latest updates and highlights of the chase. #VincentLim #FanChasing #Singapore,Vincent Lim,2024-12-12,vincentlimbs,00:02 / 00:38,2024-12-12,38,"['#Singapore', '#VincentLim', '#FanChasing']",Entertainment
44,https://www.tiktok.com/@yourgalsha/video/7449331356309441799,Micellar water approved 👁️ 👄 👁️ ✅ #tiktoksg,30000.0,141.0,1191.0,3352.0,Discover how micellar water can perfectly remove makeup while being gentle on your skin. Learn more in this insightful podcast! #tiktoksg #Makeupremover,Shanise,2024-12-17,yourgalsha,00:01 / 00:07,2024-12-17,7,"['#tiktoksg', '#Makeupremover']",Shows
45,https://www.tiktok.com/@zennaej/video/7454905941826260225,wife approves ♥️,252200.0,861.0,9412.0,8969.0,Discover funny moments when husbands get caught red-handed by their wives! Explore entertaining scenarios in this engaging video. #POV #CaughtRedHanded,zennaej,1-1,zennaej,00:02 / 00:07,2025-01-01,7,"['#POV', '#CaughtRedHanded']",Family
46,https://www.tiktok.com/@davidandesther/video/7463870767139130632,that was my social battery for a week 🪫🫠 -Esther #introvert #extrovert #extroverthusband #couplecomedy #CapCut,45000.0,567.0,1317.0,5632.0,,David and Esther,1-25,davidandesther,00:07 / 00:39,2025-01-25,39,"['#extrovert', '#extroverthusband', '#CapCut', '#introvert', '#couplecomedy']",Comedy
47,https://www.tiktok.com/@tryssgtt/video/7452145686671281416,新加坡 平安夜 跨 圣诞节 倒数 乌节路。好嗨  #新加坡 #圣诞节 #平安夜 #倒数 #乌节路,11900.0,418.0,731.0,2733.0,体验新加坡乌节路的美好圣诞氛围，享受倒数时刻！发现绚丽的圣诞灯光与节日欢乐。#新加坡 #圣诞节 #平安夜 #倒数 #乌节路,新加坡我来啦,2024-12-25,tryssgtt,00:02 / 00:19,2024-12-25,19,"['#乌节路', '#平安夜', '#新加坡', '#倒数', '#圣诞节']",Foreign
48,https://www.tiktok.com/@kextay/video/7474618664193428754,Kira mermaid’s swimming milestones under Coach @Jian Yong’s guidance! @Happy Fish Swim School,325000.0,1236.0,13500.0,49400.0,Discover Kira's amazing swimming journey and techniques under Coach Jian Yong at Happy Fish Swim School! #SwimTraining #BabySwimmingClips #HowToSwimTutorial,Tay Kexin,2-23,kextay,00:03 / 00:17,2025-02-23,17,"['#HowToSwimTutorial', '#BabySwimmingClips', '#SwimTraining']",Sports
49,https://www.tiktok.com/@queeniefy/video/7466056186010488072,Thanks for hosting 🫡@Itsjustdarrenn,12100.0,410.0,839.0,8213.0,Join us in celebrating Lunar New Year 2025 with festive Lo Hei traditions. Discover the meaning and joy of this special occasion! #LoHei #HappyNewYear2025,Queenie,1-31,queeniefy,00:03 / 00:13,2025-01-31,13,"['#HappyNewYear2025', '#LoHei']",Entertainment
50,https://www.tiktok.com/@ak_sion/video/7463737355447356679,Long queues at Jurong Point TimezoneTimezone🔥🔥 First launch of Animal Kaiser Plus @Timezone Singapore  #animalkaiser #sg #nostalgia #memories #tiktok #sgtiktok #ultrarare #foryou #first,9563.0,151.0,648.0,5084.0,Experience the excitement of Animal Kaiser Plus at Timezone Singapore! Join the fun and relive childhood memories with ultra-rare games. #animalkaiser #sg #nostalgia,Aksion,1-25,ak_sion,00:02 / 00:06,2025-01-25,6,"['#ultrarare', '#foryou', '#first', '#animalkaiser', '#memories', '#sg', '#nostalgia', '#sgtiktok', '#tiktok']",Pets & Animals
51,https://www.tiktok.com/@justjiaxinn/video/7460125702361337106,stanky  #sgtiktok #relatable #smelly #mrt #xybca #sg #fyp #funny,21200.0,612.0,581.0,3612.0,Discover the frustrating smell of MRT during morning rush hour. Let's talk about the importance of fresh starts! #sgtiktok #relatable #smelly #mrt,justjiaxinn,1-15,justjiaxinn,00:05 / 00:05,2025-01-15,5,"['#funny', '#fyp', '#sg', '#xybca', '#mrt', '#sgtiktok', '#smelly', '#relatable']",Comedy
52,https://www.tiktok.com/@thisismoneycrisss/video/7454522821562109200,"Sian lah, rindu homeland :/ #singapore #lowerclass #home #phone #meal #transport  #singapura #singaporetransport #kelasbawah #homeland #fyp #foryoupage #page #masukberanda",55900.0,679.0,3224.0,2795.0,"Jelajahi kehidupan kelas bawah di Singapura, dari makanan hingga transportasi. Temukan keindahan yang tersembunyi! #singapore #lowerclass #homeland",Moneycrisss💸,2024-12-31,thisismoneycrisss,00:03 / 00:18,2024-12-31,18,"['#masukberanda', '#homeland', '#meal', '#fyp', '#kelasbawah', '#singaporetransport', '#transport', '#foryoupage', '#lowerclass', '#home', '#singapore', '#page', '#phone', '#singapura']",Shows
53,https://www.tiktok.com/@sarahbispy/video/7460999467563552046,Shou really always been for the people 😭❤️‍🩹 (plz save us),1600000.0,5371.0,65200.0,12900.0,Discover how Shou's latest update helps you save TikTok videos without a watermark. Say goodbye to watermarks! #Shou #TikTokTips #SaveVideos,Sarah Bispy,1-18,sarahbispy,00:04 / 00:06,2025-01-18,6,"['#Shou', '#SaveVideos', '#TikTokTips']",Family
54,https://www.tiktok.com/@vexbolts/video/7454379301027319082,Vexbolts is getting left in 2024 @MrBeast 😭💀#vexbolts #lethimcook #december31st,1800000.0,138600.0,149800.0,108600.0,Explore the buzz around Vexbolts and MrBeast as December 31st approaches! Dive into memes and community reactions. #vexbolts #lethimcook #december31st,Vexbol(ts),2024-12-31,vexbolts,00:04 / 00:10,2024-12-31,10,"['#vexbolts', '#december31st', '#lethimcook']",Horror
55,https://www.tiktok.com/@4pocketmoney/video/7466002039613476104,excuse me who wrote this??? #cny #新年快樂 #chinesenewyear,20700.0,134.0,983.0,2778.0,Explore the traditions and celebrations of Chinese New Year. Discover the significance behind the festivities and enjoy a unique Chinese rap twist. #cny #新年快樂 #chinesenewyear,4pocketmoney,1-31,4pocketmoney,00:02 / 00:08,2025-01-31,8,"['#cny', '#新年快樂', '#chinesenewyear']",Comedy
56,https://www.tiktok.com/@boscowong92/video/7454645483785555207,Cannot go in anymore #Trx,184500.0,1108.0,7874.0,5403.0,Discover essential crowd safety tips for the TRX Countdown 2025 event. Prepare for a safe and enjoyable experience! #RespectSecurityGuard #Trx,user1116245477931,1-1,boscowong92,00:03 / 00:27,2025-01-01,27,"['#RespectSecurityGuard', '#Trx']",Foreign
57,https://www.tiktok.com/@withloveyumi/video/7446208209888529671,"Such a beautiful moment for @Azula Cinta wedding entrance. 🤍🤍👰🏻‍♀️ 🤵🏻 @Hafiy The Dude  Bridal: With Love Yumi Begin your forever with us. For packages and rates, reach us at forever@withloveyumi.com #withloveyumi #bridalsg #wedding #sgwedding #malayweddingsg #kahwinsg #mua #makeupartist #singaporebride",18200.0,0.0,726.0,1210.0,"Experience the touching wedding entrance of Azula Cinta and Hafiy, beautifully captured with special memories. #withloveyumi #bridalsg #wedding #sgwedding #kahwinsg",W I T H L O V E Y U M I,2024-12-9,withloveyumi,00:02 / 00:18,2024-12-9,18,"['#kahwinsg', '#makeupartist', '#bridalsg', '#wedding', '#withloveyumi', '#malayweddingsg', '#mua', '#singaporebride', '#sgwedding']",Foreign
58,https://www.tiktok.com/@ryankwak_/video/7474535303429098770,Who nags at me like my wife does 😅,970100.0,1089.0,40000.0,65500.0,,Ryan Kwak,2-23,ryankwak_,00:08 / 00:11,2025-02-23,11,[],Family
59,https://www.tiktok.com/@amy.drummond/video/7453947959751838983,am I going on a grape hunt? #grapes #ny #2025 #nz,1300000.0,4718.0,36100.0,238000.0,Discover the meaning behind eating 12 grapes under the table this New Year and why it’s a fun tradition to try in 2025! #grapes #ny #2025 #nz,Amy,2024-12-30,amy.drummond,00:03 / 00:06,2024-12-30,6,"['#2025', '#nz', '#ny', '#grapes']",Action/Adventure
60,https://www.tiktok.com/@theshortyray/video/7471717062142987538,first time bring 360 to group ride and things happen,13700.0,382.0,1053.0,15900.0,"Join us for an exhilarating group ride captured by a 360 camera, showcasing all the unforgettable moments on the road. #360Camera #GroupRide #Adventure",theshortyray,2-16,theshortyray,00:02 / 00:20,2025-02-16,20,"['#GroupRide', '#Adventure', '#360Camera']",Action/Adventure
